91,283600.0,258400.0,563800.0,313100.0
92,314000.0,268700.0,570200.0,340500.0
93,295200.0,267300.0,602900.0,326300.0
94,313600.0,270400.0,600600.0,327200.0
95,302300.0,298500.0,601900.0,367300.0
96,314200.0,278800.0,624200.0,345700.0
97,330100.0,287500.0,660200.0,456800.0
98,343600.0,334000.0,859300.0,499400.0
99,409700.0,331600.0,888400.0,679100.0
100,457300.0,526500.0,696000.0,627200.0
101,624900.0,800700.0,804500.0,530500.0
102,381400.0,418700.0,830400.0,472300.0
103,475200.0,428700.0,765900.0,398100.0
104,388100.0,359500.0,729900.0,399200.0
105,371100.0,337100.0,740000.0,401900.0
106,377500.0,341400.0,744400.0,405900.0
107,403700.0,352200.0,992200.0,698100.0
108,376300.0,355600.0,817400.0,445900.0
109,385500.0,363600.0,783300.0,430900.0
110,387000.0,372400.0,992500.0,483200.0
111,398700.0,400100.0,946300.0,556400.0
112,579900.0,497500.0,1141900.0,646000.0
113,592400.0,459600.0,948700.0,513900.0
114,448300.0,436600.0,1114900.0,708700.0
115,682600.0,638600.0,1644700.0,699400.0
116,463200.0,445900.0,983800.0,553700.0
117,534600.0,501100.0,931000.0,503800.0
118,448500.0,476300.0,1016100.0,510800.0
119,499900.0,452500.0,949900.0,536600.0
120,462300.0,510100.0,1008300.0,527000.0
121,468000.0,492400.0,984000.0,524500.0
122,468400.0,477900.0,1016700.0,708900.0
123,595900.0,623500.0,1145000.0,613800.0
124,557300.0,1142100.0,1194100.0,1423000.0
